Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
603617,君禾股份,2026-08-06,7.02,2.03%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.33,6.97,0.82X
603717,天域生物,2026-08-06,6.07,2.88%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.64,6.32,1.06X
002590,万安科技,2026-08-14,9.44,-0.11%,趋势: 高于MA20,9.26,10.28,0.94X
002206,海 利 得,2026-08-06,5.42,1.12%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.25,5.37,1.33X
000625,长安汽车,2026-08-06,7.38,-2.38%,"形态: 两连阴 (-2.43%, -0.79%) | 趋势: 高于MA20",7.34,7.60,0.97X
000532,华金资本,2026-08-14,10.83,0.19%,趋势: 高于MA20,10.52,11.22,0.93X
605138,盛泰集团,2026-08-06,5.69,1.43%,"形态: 两连阴 (-1.05%, -0.71%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",5.49,6.22,0.75X
600610,中毅达,2026-08-06,7.05,-0.70%,趋势: 高于MA20,6.57,7.36,0.77X
002855,捷荣技术,2026-08-06,9.91,1.02%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.20,10.33,0.81X
603060,国检集团,2026-08-06,5.58,1.09%,量能: 放量 (1.63X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.36,6.22,1.63X
603105,芯能科技,2026-08-28,7.62,-3.30%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,7.33,7.21,0.63X
600598,北大荒,2026-08-06,12.2,0.25%,"形态: 两连阴 (-1.21%, -0.90%) | 趋势: 高于MA20",11.93,13.01,1.26X
000812,陕西金叶,2026-08-14,3.57,-1.11%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,3.43,3.42,0.57X
600015,华夏银行,2026-08-06,6.81,0.44%,"形态: 两连阴 (-1.85%, -1.60%)",6.94,6.80,0.77X
002905,金逸影视,2026-08-06,7.67,0.92%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),7.30,7.60,0.99X
002576,通达动力,2026-08-14,14.29,-1.92%,趋势: 高于MA20,14.05,14.83,1.28X
600926,杭州银行,2026-08-06,16.18,0.19%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,15.88,15.83,0.84X
002982,湘佳股份,2026-08-06,11.93,0.34%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.71,12.26,1.11X
002399,海普瑞,2026-08-06,9.69,-0.21%,趋势: 多头排列 (5>20>60),9.72,9.61,1.15X
002722,物产金轮,2026-08-06,12.68,-0.78%,趋势: 高于MA20,12.11,12.87,0.77X
603839,安正时尚,2026-08-06,6.76,-0.44%,趋势: 高于MA20,6.26,6.54,0.66X
002803,吉宏股份,2026-08-06,19.98,2.04%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),19.51,21.80,0.82X
002731,萃华珠宝,2026-08-28,0.85,-9.57%,"形态: 10日内有涨停 | 形态: 两连阴 (-9.57%, -9.62%)",1.50,2.76,0.15X
002752,昇兴股份,2026-08-28,6.06,1.17%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.97,5.99,1.32X
600718,东软集团,2026-08-06,8.43,-1.52%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,8.12,8.03,1.05X
605500,森林包装,2026-08-14,6.9,-0.58%,趋势: 高于MA20,6.61,7.06,0.77X
600163,中闽能源,2026-08-28,5.25,3.55%,量能: 放量 (1.93X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.14,5.26,1.93X
603896,寿仙谷,2026-08-06,14.59,-0.41%,"形态: 两连阴 (-0.67%, -1.35%)",14.67,14.94,0.81X
600333,长春燃气,2026-08-14,6.21,0.00%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,5.86,5.62,0.80X
603739,蔚蓝生物,2026-08-06,11.63,1.04%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.50,12.33,0.99X
002745,木林森,2026-08-06,10.98,2.71%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.90,10.86,1.08X
002995,天地在线,2026-08-06,18.13,-0.82%,形态: 10日内有涨停 | 趋势: 高于MA20,16.28,19.12,0.69X
601607,上海医药,2026-08-06,16.43,-0.18%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.07%, -1.02%)",16.62,16.34,0.82X
601369,陕鼓动力,2026-08-06,9.68,2.22%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.62%, -0.94%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",9.32,9.13,1.28X
000902,新洋丰,2026-08-06,13.5,-1.68%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,13.34,13.00,1.26X
000070,特发信息,2026-08-28,15.91,-3.58%,形态: 10日内有涨停 | 趋势: 高于MA20,14.85,16.71,1.02X
000818,航锦科技,2026-08-06,13.54,-1.10%,趋势: 高于MA20,12.86,13.84,0.70X
000993,闽东电力,2026-08-28,9.92,0.10%,动量: 突破转强 (阳线上穿5/10),10.06,10.37,0.82X
601139,深圳燃气,2026-08-06,6.41,-0.62%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.26%, -0.62%) | 趋势: 高于MA20",6.36,6.26,0.87X
002471,中超控股,2026-08-14,5.74,-0.35%,趋势: 高于MA20,5.41,6.18,0.85X
603759,海天股份,2026-08-06,7.26,0.55%,"形态: 两连阴 (-0.68%, -1.10%) | 趋势: 高于MA20",7.01,7.52,0.83X
605167,利柏特,2026-08-14,14.39,0.63%,"形态: 10日内有涨停 | 形态: 两连阴 (-0.73%, -4.79%) | 趋势: 高于MA20",13.99,14.84,0.63X
601727,上海电气,2026-08-06,6.88,-1.99%,趋势: 高于MA20,6.72,7.38,0.98X
000519,中兵红箭,2026-08-06,14.57,-1.55%,趋势: 高于MA20,14.42,17.75,1.06X
603070,万控智造,2026-08-14,11.59,-0.94%,趋势: 高于MA20,11.22,13.22,1.00X
603272,联翔股份,2026-08-28,15.02,7.90%,量能: 放量 (1.79X) | 动量: 突破转强 (阳线上穿5/10),15.22,21.10,1.79X
002692,远程股份,2026-08-06,4.07,0.49%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3.75,4.18,0.68X
002823,凯中精密,2026-08-06,13.32,-0.22%,趋势: 高于MA20,12.79,15.39,0.89X
600956,新天绿能,2026-08-06,7.3,-1.75%,"形态: 两连阴 (-0.92%, -1.72%) | 趋势: 高于MA20",7.27,7.84,1.09X
600006,东风股份,2026-08-06,5.46,-2.33%,"形态: 两连阴 (-2.43%, -0.36%) | 趋势: 高于MA20",5.42,5.70,0.97X
002292,奥飞娱乐,2026-08-06,8.16,-1.81%,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-0.24%, -0.36%) | 趋势: 高于MA20",7.81,7.41,0.80X
600064,南京高科,2026-08-06,7.71,-1.03%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.13%, -0.13%) | 趋势: 高于MA20",7.61,7.49,1.05X
603320,迪贝电气,2026-08-06,16.77,1.39%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.97,19.44,0.78X
605303,园林股份,2026-08-28,23.43,0.51%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),21.54,22.84,0.89X
002866,传艺科技,2026-08-06,15.42,-0.90%,趋势: 高于MA20,14.51,17.31,0.88X
002027,分众传媒,2026-08-06,5.14,-2.65%,"形态: 两连阴 (-0.37%, -0.75%)",5.17,5.24,0.89X
603387,基蛋生物,2026-08-06,8.97,0.79%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.75,8.58,0.87X
002468,申通快递,2026-08-06,13.92,-0.64%,"形态: 两连阴 (-0.35%, -2.16%)",14.37,14.67,1.37X
002268,电科网安,2026-08-14,14.17,0.00%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.50%, -1.94%)",14.35,14.02,0.82X
001286,陕西能源,2026-08-06,10.43,1.36%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.37,11.15,0.92X
600908,无锡银行,2026-08-06,5.46,-1.09%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.95%, -1.25%)",5.46,5.43,1.17X
600057,厦门象屿,2026-08-28,6.61,3.12%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.33,6.10,1.09X
603535,嘉诚国际,2026-08-28,6.45,3.04%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.40,6.31,0.91X
002736,国信证券,2026-08-06,10.14,-1.55%,"形态: 两连阴 (-0.48%, -0.10%)",10.20,10.21,1.18X
601058,赛轮轮胎,2026-08-28,14.39,2.86%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.07X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.83,13.07,2.07X
000498,山东路桥,2026-08-14,4.92,-0.40%,"形态: 两连阴 (-0.20%, -0.60%)",5.01,5.02,0.70X
601399,国机重装,2026-08-28,3.24,1.57%,动量: 突破转强 (阳线上穿5/10),3.24,3.33,1.17X
600410,华胜天成,2026-08-06,15.97,-1.11%,形态: 10日内有涨停 | 趋势: 高于MA20,14.22,16.97,1.19X
002167,东方锆业,2026-08-06,17.06,2.96%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),16.44,16.43,1.43X
002667,威领股份,2026-08-28,19.0,-1.91%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20,15.79,13.77,0.58X
603880,南卫股份,2026-08-06,7.24,-2.03%,趋势: 高于MA20,6.50,7.41,1.45X
002302,西部建设,2026-08-14,4.73,-1.05%,"形态: 10日内有涨停 | 形态: 两连阴 (-0.81%, -2.65%) | 趋势: 高于MA20",4.67,4.70,0.51X
603172,万丰股份,2026-08-28,19.5,5.98%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.96X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),17.51,17.10,2.96X
002616,长青集团,2026-08-06,4.74,-0.42%,"形态: 两连阴 (-0.62%, -0.42%) | 趋势: 高于MA20",4.71,5.00,0.92X
600588,用友网络,2026-08-14,11.65,0.00%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.26%, -1.02%) | 趋势: 高于MA20",10.66,10.15,1.12X
002500,山西证券,2026-08-06,5.36,-1.11%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.91%, -0.18%)",5.36,5.27,0.79X
600927,永安期货,2026-08-06,13.2,-2.29%,趋势: 高于MA20,12.95,13.22,0.97X
002324,普利特,2026-08-14,9.29,0.11%,趋势: 高于MA20,9.05,10.94,0.90X
603209,兴通股份,2026-08-14,13.43,-0.67%,趋势: 高于MA20,13.36,13.46,0.75X
603876,鼎胜新材,2026-08-28,23.57,1.33%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),22.32,23.16,0.87X
002890,弘宇股份,2026-08-06,14.1,4.91%,量能: 放量 (1.50X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.16,14.59,1.50X
002749,国光股份,2026-08-14,8.63,0.35%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.24%, -1.49%)",8.68,8.54,0.57X
001210,金房能源,2026-08-14,24.04,3.93%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),19.55,22.94,1.47X
002184,海得控制,2026-08-14,10.03,-0.10%,趋势: 高于MA20,9.61,10.23,0.80X
002706,良信股份,2026-08-14,10.01,0.20%,量能: 放量 (1.91X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.11,10.85,1.91X
002401,中远海科,2026-08-14,12.29,-0.32%,趋势: 高于MA20,12.02,12.29,0.79X
002177,御银股份,2026-08-14,5.64,-0.88%,趋势: 高于MA20,5.62,5.95,0.90X
600288,大恒科技,2026-08-14,13.22,9.98%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.71,12.49,1.39X
603766,隆鑫通用,2026-08-14,13.09,-1.43%,"形态: 两连阴 (-0.66%, -1.48%)",13.94,13.04,1.04X
002170,芭田股份,2026-08-06,11.53,-1.20%,趋势: 高于MA20,11.14,11.39,0.92X
002254,泰和新材,2026-08-14,12.75,2.33%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.85,14.18,1.12X
002681,奋达科技,2026-08-06,4.68,-1.47%,形态: 10日内有涨停 | 趋势: 高于MA20,4.57,4.90,0.65X
605055,迎丰股份,2026-08-14,9.61,-2.54%,趋势: 高于MA20,8.78,10.50,0.86X
600059,古越龙山,2026-08-06,8.04,-1.11%,"形态: 两连阴 (-1.21%, -0.37%) | 趋势: 高于MA20",7.91,7.94,0.89X
000731,四川美丰,2026-08-06,5.81,0.52%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.68%, -1.20%)",5.84,5.83,0.95X
000572,海马汽车,2026-08-28,3.94,0.51%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),3.87,3.82,0.80X
002355,兴民智通,2026-08-06,5.04,2.02%,量能: 放量 (3.45X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.31,4.86,3.45X
600720,中交设计,2026-08-06,5.28,-1.49%,趋势: 高于MA20,5.20,5.48,1.15X
600689,上海三毛,2026-08-06,10.24,0.69%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.66,10.71,0.93X
603043,广州酒家,2026-08-06,13.66,-1.16%,"形态: 两连阴 (-1.90%, -1.07%) | 趋势: 高于MA20",13.56,13.71,1.17X
000593,德龙汇能,2026-08-14,25.02,-10.00%,形态: 10日内有涨停 | 趋势: 高于MA20,20.74,21.68,1.09X
000665,湖北广电,2026-08-06,3.99,-0.50%,趋势: 高于MA20,3.81,4.04,0.81X
600601,方正科技,2026-08-28,12.33,-0.80%,趋势: 高于MA20,12.05,12.28,1.00X
002412,汉森制药,2026-08-06,7.0,0.00%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,6.71,6.46,0.94X
002105,信隆健康,2026-08-14,5.8,1.58%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.30,5.41,1.40X
600916,中国黄金,2026-08-06,7.73,-2.52%,量能: 放量 (1.67X) | 趋势: 高于MA20,7.41,7.58,1.67X
600203,福日电子,2026-08-28,10.71,0.47%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.22,11.07,0.88X
000779,甘咨询,2026-08-06,14.28,5.86%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.48,9.08,0.95X
600818,中路股份,2026-08-06,7.42,3.92%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.05,5.92,1.17X
601921,浙版传媒,2026-08-06,7.2,-0.69%,"形态: 两连阴 (-1.34%, -1.49%) | 趋势: 高于MA20",7.12,7.22,0.95X
603711,香飘飘,2026-08-28,12.15,5.93%,"量能: 放量 (2.26X) | 形态: 两连阴 (-0.26%, -0.61%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",11.61,11.62,2.26X
600202,哈空调,2026-08-06,4.86,1.46%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),4.53,4.99,0.97X
601801,皖新传媒,2026-08-06,5.55,-0.72%,趋势: 高于MA20,5.37,5.38,0.88X
600966,博汇纸业,2026-08-14,4.88,-0.20%,"形态: 两连阴 (-0.20%, -2.98%) | 趋势: 高于MA20",4.80,5.14,0.45X
603888,新华网,2026-08-06,17.09,-1.16%,趋势: 高于MA20,16.75,17.86,0.78X
002467,二六三,2026-08-06,4.86,-0.41%,趋势: 高于MA20,4.51,5.12,0.85X
603856,东宏股份,2026-08-14,11.24,0.27%,"形态: 两连阴 (-0.35%, -1.15%) | 趋势: 高于MA20",11.20,12.12,0.65X
000726,鲁  泰Ａ,2026-08-06,5.95,0.34%,"形态: 两连阴 (-1.32%, -0.67%) | 趋势: 高于MA20",5.84,5.85,0.84X
603258,电魂网络,2026-08-06,13.33,-0.82%,"形态: 10日内有涨停 | 形态: 两连阴 (-0.74%, -0.15%) | 趋势: 高于MA20",12.00,12.97,0.56X
603980,吉华集团,2026-08-06,6.77,0.45%,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.27,6.13,0.66X
000650,仁和药业,2026-08-06,5.33,-1.11%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.18%, -1.64%)",5.42,5.34,0.85X
600909,华安证券,2026-08-14,8.28,0.36%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.15,8.68,0.85X
000829,天音控股,2026-08-28,8.76,0.57%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.45,8.31,1.19X
603758,秦安股份,2026-08-14,13.82,-9.97%,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.84X) | 形态: 10日内有涨停 | 趋势: 高于MA20,10.21,10.09,1.84X
002817,黄山胶囊,2026-08-06,6.28,0.64%,"形态: 两连阴 (-0.32%, -0.79%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",6.04,6.47,0.94X
600854,春兰股份,2026-08-14,4.48,0.00%,趋势: 高于MA20,4.31,4.42,0.72X
603187,海容冷链,2026-08-28,11.19,0.36%,动量: 突破转强 (阳线上穿5/10),11.74,11.96,0.94X
002195,岩山科技,2026-08-06,6.91,-3.36%,形态: 10日内有涨停 | 趋势: 高于MA20,6.34,6.98,0.98X
600825,新华传媒,2026-08-06,5.09,-0.97%,趋势: 高于MA20,4.85,4.98,0.87X
601615,明阳智能,2026-08-14,11.65,-3.88%,趋势: 高于MA20,11.40,12.37,1.11X
000059,华锦股份,2026-08-06,4.58,1.10%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.73%, -0.44%) | 趋势: 高于MA20",4.49,4.41,0.98X
002530,金财互联,2026-08-06,7.5,-2.34%,趋势: 高于MA20,6.87,7.39,1.35X
600859,王府井,2026-08-28,10.11,1.51%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.05,9.91,1.05X
003025,思进智能,2026-08-14,12.49,-0.64%,趋势: 高于MA20,11.76,13.63,0.65X
601999,出版传媒,2026-08-06,6.02,0.33%,"形态: 两连阴 (-0.33%, -0.50%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",5.85,5.93,0.92X
603938,三孚股份,2026-08-06,41.33,3.84%,形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10),41.88,50.80,1.11X
600018,上港集团,2026-08-06,5.2,0.58%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.89%, -0.39%) | 趋势: 高于MA20",5.19,5.06,0.86X
000756,新华制药,2026-08-06,14.29,4.54%,量能: 放量 (2.14X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.90,13.59,2.14X
002455,百川股份,2026-08-06,7.05,1.59%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.39,7.68,1.09X
600531,豫光金铅,2026-08-28,14.17,1.58%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.34,13.18,0.94X
603108,润达医疗,2026-08-06,10.47,-0.19%,趋势: 高于MA20,9.63,10.80,1.22X
601156,东航物流,2026-08-14,17.71,-1.12%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,17.08,16.63,0.53X
000951,中国重汽,2026-08-06,22.04,0.09%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,21.93,21.71,0.76X
600571,信雅达,2026-08-14,10.44,-0.76%,趋势: 高于MA20,10.26,10.32,0.86X
603551,奥普科技,2026-08-06,9.43,-0.11%,趋势: 高于MA20,9.26,9.84,0.62X
000567,海德股份,2026-08-28,7.01,10.05%,趋势: 多头排列 (5>20>60) | 量能: 放量 (2.49X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.19,5.95,2.49X
000811,冰轮环境,2026-08-14,40.99,0.24%,形态: 10日内有涨停 | 趋势: 高于MA20,40.03,40.80,0.95X
002932,明德生物,2026-08-06,14.88,-0.07%,趋势: 高于MA20,14.43,15.04,1.05X
603926,铁流股份,2026-08-06,15.96,0.25%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.33,18.75,0.77X
000409,云鼎科技,2026-08-06,8.93,-0.45%,"形态: 两连阴 (-0.11%, -0.33%) | 趋势: 高于MA20",8.43,8.91,0.77X
605180,华生科技,2026-08-06,11.94,1.79%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),11.11,12.80,1.12X
600155,华创云信,2026-08-06,5.93,-1.33%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-0.82%, -0.33%) | 趋势: 高于MA20",5.74,5.67,0.86X
601555,东吴证券,2026-08-06,8.22,-0.12%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,8.05,7.95,0.91X
002777,久远银海,2026-08-06,13.44,0.30%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),12.60,13.40,0.88X
000035,中国天楹,2026-08-06,4.96,-4.06%,趋势: 高于MA20,4.72,5.16,1.40X
000151,中成股份,2026-08-06,10.09,1.10%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.37,11.26,0.92X
002226,江南化工,2026-08-06,5.02,-1.38%,"形态: 两连阴 (-0.97%, -0.78%) | 趋势: 高于MA20",4.76,4.97,0.78X
603703,盛洋科技,2026-08-14,9.75,3.39%,量能: 放量 (2.08X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.82,10.58,2.08X
600967,内蒙一机,2026-08-06,11.42,-1.72%,趋势: 高于MA20,11.02,11.73,0.98X
605599,菜百股份,2026-08-06,16.57,2.47%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),15.28,15.24,1.41X
000014,沙河股份,2026-08-06,10.1,-0.30%,趋势: 高于MA20,9.45,10.05,0.82X
605155,西大门,2026-08-14,14.76,1.10%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.49,13.59,0.97X
000892,欢瑞世纪,2026-08-14,4.0,-1.96%,形态: 10日内有涨停 | 趋势: 高于MA20,3.71,3.76,0.79X
000782,恒申新材,2026-08-06,7.56,1.20%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.74,7.40,0.96X
002950,奥美医疗,2026-08-06,9.26,-0.64%,趋势: 高于MA20,9.02,9.52,0.96X
600998,九州通,2026-08-06,4.95,0.81%,"形态: 两连阴 (-1.75%, -2.96%)",5.09,4.92,0.97X
600847,万里股份,2026-08-06,12.22,-0.08%,形态: 10日内有涨停 | 趋势: 高于MA20,11.33,13.64,0.82X
600201,生物股份,2026-08-06,13.09,-0.83%,趋势: 高于MA20,11.97,12.23,0.65X
600706,曲江文旅,2026-08-14,7.71,-1.15%,趋势: 高于MA20,7.35,7.44,0.91X
002828,贝肯能源,2026-08-06,11.97,-3.47%,趋势: 多头排列 (5>20>60),12.09,10.79,0.66X
002022,科华生物,2026-08-06,5.22,0.77%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),5.05,5.14,0.72X
002125,湘潭电化,2026-08-28,13.03,-1.14%,趋势: 高于MA20,12.79,13.75,0.60X
002949,华阳国际,2026-08-14,10.51,0.57%,趋势: 高于MA20,10.00,10.72,0.89X
600375,汉马科技,2026-08-06,4.02,-1.47%,"形态: 两连阴 (-0.49%, -0.24%) | 趋势: 高于MA20",3.92,4.08,0.75X
603819,神力股份,2026-08-14,14.2,0.50%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,12.77,12.60,0.88X
600971,恒源煤电,2026-08-06,8.26,4.56%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.66X) | 形态: 两连阴 (-1.12%, -0.13%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",7.74,7.62,1.66X
603883,老百姓,2026-08-06,12.39,-1.35%,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-2.16%, -0.87%) | 趋势: 高于MA20",12.32,12.07,1.03X
002111,威海广泰,2026-08-14,9.62,1.91%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.47,9.56,1.31X
000419,通程控股,2026-08-06,4.9,0.20%,"形态: 两连阴 (-1.21%, -0.20%) | 趋势: 高于MA20",4.76,4.90,0.88X
002459,晶澳科技,2026-08-14,7.56,-0.79%,趋势: 高于MA20,7.51,8.18,0.84X
002550,千红制药,2026-08-06,6.87,-0.72%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20,6.85,6.50,0.96X
600615,鑫源智造,2026-08-06,9.18,0.55%,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.69,9.69,0.96X
603115,海星股份,2026-08-06,79.93,3.03%,量能: 放量 (1.61X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),74.34,94.68,1.61X
002255,海陆重工,2026-08-14,8.43,0.36%,趋势: 高于MA20,8.30,8.94,0.88X
600618,氯碱化工,2026-08-28,10.66,2.30%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),10.33,10.30,1.41X
600420,国药现代,2026-08-06,8.58,-1.27%,"形态: 两连阴 (-1.68%, -0.91%)",8.79,8.77,1.00X
600023,浙能电力,2026-08-06,4.96,0.40%,"形态: 两连阴 (-1.00%, -0.60%)",5.22,5.65,0.58X
603958,哈森股份,2026-08-14,15.25,3.81%,量能: 放量 (1.66X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),13.90,17.16,1.66X
002328,新朋股份,2026-08-06,7.06,2.02%,量能: 放量 (1.72X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),6.67,7.97,1.72X
603081,大丰实业,2026-08-06,9.56,5.64%,量能: 放量 (2.22X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),8.62,9.53,2.22X
002346,柘中股份,2026-08-14,22.33,3.33%,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),18.58,19.32,0.98X
601800,中国交建,2026-08-06,6.12,-0.33%,"形态: 两连阴 (-2.36%, -0.97%)",6.15,6.18,0.91X
002229,鸿博股份,2026-08-06,10.81,-1.82%,趋势: 高于MA20,9.91,12.04,0.72X
001217,华尔泰,2026-08-28,10.43,2.25%,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10),9.97,9.34,1.18X
601200,上海环境,2026-08-06,7.04,-0.71%,"形态: 两连阴 (-1.38%, -0.84%) | 趋势: 高于MA20",7.03,7.20,1.00X
600478,科力远,2026-08-06,5.0,-1.77%,"形态: 两连阴 (-0.96%, -0.97%) | 趋势: 高于MA20",4.82,5.44,1.09X
