Code,Name,Latest_Date,Latest_Close,Daily_Change_Pct,Matched_Conditions,MA20,MA60,Volume_Ratio
603567,珍宝岛,2026-08-07,7.08,9.94%,"趋势: 多头排列 (5>20>60) | 量能: 放量 (1.57X) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.05%, -2.42%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)",6.06,6.02,1.57X
