代码,信号日期,信号价格,当前价格,当前收益%,最高收益%,是否获利,持有天数,触发条件
002488,2026-07-10,8.93,8.45,-5.38,-3.81,0,3,"形态: 两连阴 (-4.40%, -1.68%)"
002488,2026-07-03,9.62,8.45,-12.16,0.31,0,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000338,2026-07-10,27.57,26.45,-4.06,0.29,0,3,"形态: 两连阴 (-6.09%, -0.25%)"
000338,2026-07-07,29.72,26.45,-11.0,-6.09,0,6,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000338,2026-07-13,26.6,26.45,-0.56,3.95,0,2,"形态: 两连阴 (-0.25%, -0.97%)"
603002,2026-07-09,20.06,18.17,-9.42,-5.28,0,4,"形态: 两连阴 (-3.17%, -4.76%)"
603002,2026-07-03,22.38,18.17,-18.81,-4.07,0,8,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-1.61%, -4.16%) | 趋势: 高于MA20"
603002,2026-07-01,23.78,18.17,-23.59,-4.16,0,10,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-7.28%, -0.62%) | 趋势: 高于MA20"
603002,2026-07-07,20.79,18.17,-12.6,-3.51,0,6,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-1.80%, -4.07%)"
603535,2026-07-09,5.94,6.11,2.86,2.86,1,4,"形态: 两连阴 (-3.51%, -0.17%)"
603535,2026-07-10,6.07,6.11,0.66,0.66,1,3,"形态: 两连阴 (-0.17%, -1.66%)"
603535,2026-07-03,6.36,6.11,-3.93,-1.42,0,8,动量: 突破转强 (阳线上穿5/10)
600651,2026-07-09,5.47,5.4,-1.28,3.29,0,4,"形态: 两连阴 (-2.34%, -0.55%)"
600651,2026-07-07,5.43,5.4,-0.55,4.05,0,6,"形态: 两连阴 (-0.18%, -0.18%)"
600860,2026-07-10,8.2,7.87,-4.02,-3.17,0,3,"形态: 两连阴 (-4.24%, -1.11%)"
600860,2026-07-03,8.71,7.87,-9.64,-2.41,0,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600860,2026-07-01,8.53,7.87,-7.74,2.11,0,10,动量: 突破转强 (阳线上穿5/10)
603073,2026-07-09,14.79,14.8,0.07,2.91,1,2,"形态: 两连阴 (-3.55%, -1.38%)"
603073,2026-07-10,15.22,14.8,-2.76,-2.76,0,1,"形态: 两连阴 (-1.38%, -1.53%)"
603073,2026-07-03,15.9,14.8,-6.92,-0.69,0,6,动量: 突破转强 (阳线上穿5/10)
002676,2026-07-09,4.93,4.75,-3.65,1.22,0,2,"形态: 两连阴 (-3.66%, -1.20%)"
002676,2026-07-10,4.99,4.75,-4.81,-4.81,0,1,"形态: 两连阴 (-1.20%, -0.20%)"
002676,2026-07-03,5.33,4.75,-10.88,-2.63,0,6,动量: 突破转强 (阳线上穿5/10)
002676,2026-07-01,5.22,4.75,-9.0,2.11,0,8,动量: 突破转强 (阳线上穿5/10)
605151,2026-07-09,17.9,17.72,-1.01,2.85,0,2,"形态: 两连阴 (-2.36%, -2.90%)"
605151,2026-07-10,18.41,17.72,-3.75,-3.75,0,1,"形态: 两连阴 (-2.90%, -1.05%)"
605151,2026-07-03,19.27,17.72,-8.04,-0.99,0,6,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
605151,2026-07-01,18.03,17.72,-1.72,6.88,0,8,"形态: 10日内有涨停 | 形态: 两连阴 (-2.70%, -2.11%)"
605151,2026-07-07,18.63,17.72,-4.88,-1.18,0,4,形态: 10日内有涨停
603089,2026-07-09,8.06,8.16,1.24,3.35,1,2,"量能: 放量 (1.54X) | 形态: 两连阴 (-4.88%, -1.79%)"
603089,2026-07-10,8.33,8.16,-2.04,-2.04,0,1,"形态: 两连阴 (-1.79%, -2.07%)"
603089,2026-07-03,8.93,8.16,-8.62,-1.34,0,6,动量: 突破转强 (阳线上穿5/10)
603089,2026-07-01,8.59,8.16,-5.01,3.96,0,8,"形态: 两连阴 (-0.24%, -0.36%)"
000048,2026-07-09,21.91,21.11,-3.65,10.0,0,4,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000048,2026-07-10,24.1,21.11,-12.41,-4.73,0,3,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000048,2026-07-03,21.24,21.11,-0.61,13.47,0,8,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000048,2026-07-01,22.5,21.11,-6.18,7.11,0,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000048,2026-07-07,21.52,21.11,-1.91,11.99,0,6,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
000048,2026-07-13,22.96,21.11,-8.06,-3.75,0,2,趋势: 多头排列 (5>20>60) | 量能: 放量 (1.78X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002268,2026-07-09,15.15,14.42,-4.82,1.25,0,4,形态: 10日内有涨停 | 趋势: 高于MA20
002268,2026-07-10,15.34,14.42,-6.0,-6.0,0,3,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002268,2026-07-03,13.55,14.42,6.42,15.5,1,8,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002268,2026-07-01,14.19,14.42,1.62,10.29,1,10,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002268,2026-07-07,14.54,14.42,-0.83,7.63,0,6,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002268,2026-07-13,14.32,14.42,0.7,0.7,1,2,形态: 10日内有涨停 | 趋势: 高于MA20
600679,2026-07-03,9.2,9.3,1.09,1.09,1,8,动量: 突破转强 (阳线上穿5/10)
600679,2026-07-01,9.09,9.3,2.31,2.31,1,10,动量: 突破转强 (阳线上穿5/10)
002593,2026-07-09,3.99,4.31,8.02,8.02,1,4,"形态: 两连阴 (-1.93%, -1.23%)"
002593,2026-07-10,4.09,4.31,5.38,5.38,1,3,"形态: 两连阴 (-1.23%, -0.50%) | 动量: 突破转强 (阳线上穿5/10)"
002593,2026-07-03,4.24,4.31,1.65,1.65,1,8,动量: 突破转强 (阳线上穿5/10)
605033,2026-07-09,17.06,17.05,-0.06,1.82,0,2,"形态: 两连阴 (-3.37%, -1.49%)"
605033,2026-07-10,17.37,17.05,-1.84,-1.84,0,1,"形态: 两连阴 (-1.49%, -1.04%)"
605033,2026-07-03,18.1,17.05,-5.8,0.06,0,6,动量: 突破转强 (阳线上穿5/10)
605033,2026-07-01,17.11,17.05,-0.35,5.84,0,8,"形态: 两连阴 (-0.88%, -1.13%)"
603300,2026-07-09,4.41,4.44,0.68,2.04,1,4,"形态: 两连阴 (-3.27%, -0.23%)"
002169,2026-07-09,12.95,12.51,-3.4,3.24,0,4,"形态: 两连阴 (-4.11%, -3.08%)"
002169,2026-07-03,13.87,12.51,-9.81,0.0,0,8,"形态: 10日内有涨停 | 形态: 两连阴 (-1.23%, -4.29%)"
002169,2026-07-01,14.46,12.51,-13.49,-4.08,0,10,形态: 10日内有涨停
002169,2026-07-07,13.3,12.51,-5.94,0.53,0,6,形态: 10日内有涨停
002169,2026-07-13,13.37,12.51,-6.43,-0.82,0,2,量能: 放量 (1.66X)
002245,2026-07-09,20.52,20.54,0.1,1.8,1,4,"形态: 10日内有涨停 | 形态: 两连阴 (-7.06%, -4.33%) | 趋势: 高于MA20"
002245,2026-07-10,19.14,20.54,7.31,9.14,1,3,形态: 10日内有涨停
002245,2026-07-03,20.34,20.54,0.98,9.98,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002245,2026-07-07,20.79,20.54,-1.2,0.48,0,6,形态: 10日内有涨停 | 趋势: 高于MA20
002245,2026-07-13,18.99,20.54,8.16,10.01,1,2,形态: 10日内有涨停
002999,2026-07-03,5.61,5.36,-4.46,1.6,0,6,动量: 突破转强 (阳线上穿5/10)
002973,2026-07-03,10.99,10.33,-6.01,-6.01,0,8,量能: 放量 (1.53X)
002973,2026-07-01,10.4,10.33,-0.67,5.67,0,10,"形态: 两连阴 (-3.32%, -1.05%)"
002404,2026-07-09,5.66,5.61,-0.88,1.59,0,2,"形态: 两连阴 (-1.70%, -0.52%)"
002404,2026-07-10,5.75,5.61,-2.43,-2.43,0,1,"形态: 两连阴 (-0.52%, -1.39%)"
002404,2026-07-03,5.89,5.61,-4.75,-0.34,0,6,动量: 突破转强 (阳线上穿5/10)
002404,2026-07-01,5.78,5.61,-2.94,1.9,0,8,形态: 10日内有涨停
002877,2026-07-09,7.0,6.81,-2.71,1.71,0,2,"形态: 两连阴 (-2.88%, -0.99%)"
002877,2026-07-03,7.43,6.81,-8.34,-2.02,0,6,动量: 突破转强 (阳线上穿5/10)
002845,2026-07-09,16.05,14.21,-11.46,-2.37,0,4,"形态: 10日内有涨停 | 形态: 两连阴 (-0.46%, -4.08%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
002845,2026-07-10,15.56,14.21,-8.68,0.71,0,3,量能: 放量 (1.94X) | 形态: 10日内有涨停
002845,2026-07-03,15.54,14.21,-8.56,3.28,0,8,趋势: 多头排列 (5>20>60)
002845,2026-07-01,16.42,14.21,-13.46,-1.64,0,10,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002845,2026-07-07,15.21,14.21,-6.57,5.52,0,6,"趋势: 多头排列 (5>20>60) | 形态: 两连阴 (-3.78%, -1.67%)"
002845,2026-07-13,15.67,14.21,-9.32,-1.4,0,2,形态: 10日内有涨停
002540,2026-07-09,4.73,4.79,1.27,1.27,1,4,"形态: 两连阴 (-1.64%, -0.83%)"
002540,2026-07-10,4.76,4.79,0.63,0.63,1,3,"形态: 两连阴 (-0.83%, -0.84%)"
002540,2026-07-03,4.91,4.79,-2.44,-0.41,0,8,动量: 突破转强 (阳线上穿5/10)
603017,2026-07-09,9.29,9.14,-1.61,6.24,0,4,"形态: 两连阴 (-3.19%, -1.38%)"
603017,2026-07-10,9.87,9.14,-7.4,-7.4,0,3,量能: 放量 (2.27X) | 动量: 突破转强 (阳线上穿5/10)
603017,2026-07-03,10.3,9.14,-11.26,-4.17,0,8,动量: 突破转强 (阳线上穿5/10)
003025,2026-07-09,12.58,12.05,-4.21,3.34,0,2,"形态: 两连阴 (-3.89%, -6.51%)"
003025,2026-07-10,13.0,12.05,-7.31,-7.31,0,1,"形态: 两连阴 (-6.51%, -2.71%)"
003025,2026-07-03,15.06,12.05,-19.99,-4.45,0,6,动量: 突破转强 (阳线上穿5/10)
002734,2026-07-09,15.82,15.03,-4.99,-1.07,0,2,"形态: 两连阴 (-4.14%, -4.44%)"
002734,2026-07-10,15.65,15.03,-3.96,-3.96,0,1,"形态: 两连阴 (-4.44%, -1.98%)"
002734,2026-07-01,17.65,15.03,-14.84,-0.17,0,8,形态: 10日内有涨停 | 趋势: 高于MA20
002998,2026-07-09,6.81,6.92,1.62,4.7,1,2,"形态: 10日内有涨停 | 形态: 两连阴 (-3.58%, -3.00%)"
002998,2026-07-10,7.13,6.92,-2.95,-2.95,0,1,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002998,2026-07-03,7.46,6.92,-7.24,-2.68,0,6,量能: 放量 (1.94X) | 形态: 10日内有涨停 | 趋势: 高于MA20
002998,2026-07-01,6.95,6.92,-0.43,10.07,0,8,量能: 放量 (2.24X) | 动量: 突破转强 (阳线上穿5/10)
002998,2026-07-07,7.0,6.92,-1.14,1.86,0,4,"形态: 10日内有涨停 | 形态: 两连阴 (-2.48%, -2.68%)"
605366,2026-07-09,10.76,9.19,-14.59,-4.18,0,4,形态: 10日内有涨停
605366,2026-07-03,11.93,9.19,-22.97,-6.54,0,8,"形态: 10日内有涨停 | 形态: 两连阴 (-1.38%, -1.71%) | 趋势: 高于MA20"
605366,2026-07-01,12.85,9.19,-28.48,-1.71,0,10,"形态: 10日内有涨停 | 形态: 两连阴 (-2.78%, -6.80%) | 趋势: 高于MA20"
605366,2026-07-07,11.15,9.19,-17.58,-3.5,0,6,"形态: 10日内有涨停 | 形态: 两连阴 (-5.54%, -7.88%)"
600279,2026-07-10,3.95,4.18,5.82,5.82,1,3,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600279,2026-07-03,3.95,4.18,5.82,5.82,1,8,动量: 突破转强 (阳线上穿5/10)
600279,2026-07-13,4.0,4.18,4.5,4.5,1,2,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000973,2026-07-09,12.5,11.68,-6.56,-2.8,0,2,形态: 10日内有涨停
000973,2026-07-10,12.15,11.68,-3.87,-3.87,0,1,"形态: 10日内有涨停 | 形态: 两连阴 (-9.95%, -4.80%)"
000973,2026-07-03,13.76,11.68,-15.12,5.96,0,6,"形态: 两连阴 (-0.49%, -0.49%)"
000973,2026-07-01,14.28,11.68,-18.21,2.1,0,8,趋势: 高于MA20
000973,2026-07-07,14.58,11.68,-19.89,-9.95,0,4,"量能: 放量 (1.90X) | 形态: 10日内有涨停 | 形态: 两连阴 (-3.17%, -3.71%) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)"
000948,2026-07-09,13.56,13.54,-0.15,2.51,0,4,量能: 放量 (2.83X) | 形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000948,2026-07-10,13.3,13.54,1.8,4.51,1,3,形态: 10日内有涨停 | 趋势: 高于MA20
000948,2026-07-13,13.45,13.54,0.67,3.35,1,2,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002582,2026-07-09,8.62,9.76,13.23,13.23,1,4,"形态: 两连阴 (-2.97%, -0.68%)"
002582,2026-07-10,8.85,9.76,10.28,10.28,1,3,"形态: 两连阴 (-0.68%, -1.49%) | 动量: 突破转强 (阳线上穿5/10)"
002582,2026-07-03,8.97,9.76,8.81,8.81,1,8,动量: 突破转强 (阳线上穿5/10)
600415,2026-07-09,9.95,10.43,4.82,4.82,1,4,"形态: 两连阴 (-3.48%, -2.34%)"
600415,2026-07-10,10.17,10.43,2.56,2.56,1,3,"形态: 两连阴 (-2.34%, -0.60%)"
600415,2026-07-03,10.62,10.43,-1.79,0.0,0,8,动量: 突破转强 (阳线上穿5/10)
600415,2026-07-01,10.39,10.43,0.38,2.21,1,10,动量: 突破转强 (阳线上穿5/10)
002103,2026-07-10,6.0,6.15,2.5,2.5,1,3,动量: 突破转强 (阳线上穿5/10)
002103,2026-07-03,6.16,6.15,-0.16,-0.16,0,8,动量: 突破转强 (阳线上穿5/10)
002103,2026-07-01,6.12,6.15,0.49,0.65,1,10,动量: 突破转强 (阳线上穿5/10)
002097,2026-07-09,6.96,6.78,-2.59,2.44,0,2,"形态: 两连阴 (-2.31%, -2.23%)"
002097,2026-07-10,7.13,6.78,-4.91,-4.91,0,1,"形态: 两连阴 (-2.23%, -0.85%)"
600468,2026-07-09,5.12,5.03,-1.76,2.54,0,4,"形态: 10日内有涨停 | 形态: 两连阴 (-4.01%, -2.47%)"
600468,2026-07-10,5.25,5.03,-4.19,-3.81,0,3,"形态: 10日内有涨停 | 形态: 两连阴 (-2.47%, -0.19%)"
600468,2026-07-03,5.76,5.03,-12.67,-4.86,0,8,"形态: 10日内有涨停 | 形态: 两连阴 (-1.15%, -3.67%)"
600468,2026-07-01,6.0,5.03,-16.17,-3.67,0,10,形态: 10日内有涨停 | 趋势: 高于MA20
600468,2026-07-07,5.26,5.03,-4.37,-0.19,0,6,"形态: 10日内有涨停 | 形态: 两连阴 (-0.35%, -4.86%)"
603331,2026-07-09,10.48,11.0,4.96,4.96,1,4,"形态: 两连阴 (-2.79%, -3.42%)"
603331,2026-07-10,10.89,11.0,1.01,1.01,1,3,动量: 突破转强 (阳线上穿5/10)
603331,2026-07-03,11.45,11.0,-3.93,-2.88,0,8,量能: 放量 (2.26X) | 动量: 突破转强 (阳线上穿5/10)
000950,2026-07-10,5.18,5.59,7.92,7.92,1,3,趋势: 高于MA20
000950,2026-07-03,5.32,5.59,5.08,5.08,1,8,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
000950,2026-07-13,5.29,5.59,5.67,5.67,1,2,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002040,2026-07-09,7.55,7.66,1.46,2.52,1,2,"形态: 两连阴 (-2.29%, -0.91%)"
002040,2026-07-10,7.74,7.66,-1.03,-1.03,0,1,"形态: 两连阴 (-0.91%, -0.79%) | 动量: 突破转强 (阳线上穿5/10)"
002040,2026-07-01,7.68,7.66,-0.26,2.34,0,8,"形态: 两连阴 (-0.40%, -1.06%)"
000932,2026-07-09,3.4,3.64,7.06,7.06,1,4,"形态: 两连阴 (-2.80%, -0.58%)"
000932,2026-07-10,3.5,3.64,4.0,4.0,1,3,"形态: 两连阴 (-0.58%, -1.45%) | 动量: 突破转强 (阳线上穿5/10)"
000932,2026-07-13,3.53,3.64,3.12,3.12,1,2,动量: 突破转强 (阳线上穿5/10)
000505,2026-07-03,5.3,5.5,3.77,3.77,1,8,动量: 突破转强 (阳线上穿5/10)
600854,2026-07-09,4.09,4.11,0.49,2.69,1,2,"形态: 两连阴 (-3.92%, -0.72%)"
600854,2026-07-10,4.2,4.11,-2.14,-2.14,0,1,"形态: 两连阴 (-0.72%, -1.21%) | 动量: 突破转强 (阳线上穿5/10)"
600854,2026-07-03,4.29,4.11,-4.2,1.17,0,6,动量: 突破转强 (阳线上穿5/10)
002044,2026-07-10,4.64,4.57,-1.51,-1.51,0,3,量能: 放量 (1.66X)
002044,2026-07-07,4.39,4.57,4.1,5.69,1,6,"形态: 两连阴 (-2.57%, -3.46%)"
600558,2026-07-09,4.72,4.64,-1.69,0.85,0,2,"形态: 两连阴 (-2.22%, -1.86%)"
600558,2026-07-10,4.76,4.64,-2.52,-2.52,0,1,"形态: 两连阴 (-1.86%, -0.84%)"
600558,2026-07-07,4.85,4.64,-4.33,-1.86,0,4,"形态: 两连阴 (-0.20%, -1.98%)"
002491,2026-07-09,23.3,20.37,-12.58,-5.24,0,4,"形态: 两连阴 (-4.02%, -2.37%)"
002491,2026-07-03,25.47,20.37,-20.02,-5.26,0,8,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.67%, -10.00%)"
002491,2026-07-01,29.59,20.37,-31.16,-10.0,0,10,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-8.16%, -2.41%) | 趋势: 高于MA20"
002491,2026-07-07,23.16,20.37,-12.05,0.6,0,6,"形态: 10日内有涨停 | 形态: 两连阴 (-4.36%, -5.26%)"
002203,2026-07-03,21.77,18.71,-14.06,-6.25,0,8,"形态: 两连阴 (-3.50%, -5.03%)"
002203,2026-07-01,22.05,18.71,-15.15,-1.27,0,10,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停
002203,2026-07-13,18.42,18.71,1.57,6.03,1,2,"形态: 两连阴 (-1.62%, -2.89%)"
002401,2026-07-10,11.68,11.42,-2.23,-2.23,0,1,动量: 突破转强 (阳线上穿5/10)
002401,2026-07-01,11.73,11.42,-2.64,1.62,0,8,"形态: 两连阴 (-0.60%, -0.26%)"
600007,2026-07-09,19.62,19.69,0.36,0.36,1,2,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
600007,2026-07-10,19.62,19.69,0.36,0.36,1,1,趋势: 高于MA20
600007,2026-07-01,19.26,19.69,2.23,2.86,1,8,动量: 突破转强 (阳线上穿5/10)
002448,2026-07-09,11.64,11.15,-4.21,-2.75,0,4,"形态: 两连阴 (-3.08%, -3.99%)"
002448,2026-07-10,11.32,11.15,-1.5,-0.62,0,3,"形态: 两连阴 (-3.99%, -1.27%)"
002448,2026-07-03,12.31,11.15,-9.42,2.92,0,8,"量能: 放量 (1.74X) | 形态: 两连阴 (-3.66%, -2.28%)"
002448,2026-07-13,10.85,11.15,2.76,3.69,1,2,"形态: 两连阴 (-1.27%, -2.75%)"
000957,2026-07-09,9.26,9.8,5.83,5.83,1,4,"形态: 两连阴 (-2.54%, -1.25%)"
000957,2026-07-10,9.32,9.8,5.15,5.15,1,3,"形态: 两连阴 (-1.25%, -2.22%)"
000957,2026-07-03,9.86,9.8,-0.61,-0.2,0,8,动量: 突破转强 (阳线上穿5/10)
603518,2026-07-09,7.77,8.05,3.6,3.6,1,4,"形态: 两连阴 (-3.31%, -1.40%)"
603518,2026-07-10,7.81,8.05,3.07,3.07,1,3,趋势: 高于MA20
603518,2026-07-03,8.19,8.05,-1.71,-0.49,0,8,量能: 放量 (1.94X) | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
603518,2026-07-07,7.88,8.05,2.16,2.16,1,6,趋势: 高于MA20
002096,2026-07-09,8.72,9.24,5.96,5.96,1,4,"形态: 两连阴 (-2.77%, -0.11%)"
002096,2026-07-10,8.8,9.24,5.0,5.0,1,3,"形态: 两连阴 (-0.11%, -0.68%)"
002096,2026-07-01,8.93,9.24,3.47,3.47,1,10,"形态: 两连阴 (-0.55%, -2.01%)"
603803,2026-07-10,11.45,10.61,-7.34,-2.18,0,3,动量: 突破转强 (阳线上穿5/10)
603803,2026-07-03,11.17,10.61,-5.01,2.51,0,8,"形态: 两连阴 (-1.45%, -4.24%)"
002003,2026-07-03,8.78,8.72,-0.68,1.59,0,6,趋势: 高于MA20
002003,2026-07-01,8.53,8.72,2.23,4.57,1,8,动量: 突破转强 (阳线上穿5/10)
600156,2026-07-09,8.34,7.68,-7.91,0.6,0,4,"形态: 10日内有涨停 | 形态: 两连阴 (-5.90%, -3.71%)"
600156,2026-07-10,8.39,7.68,-8.46,-7.87,0,3,形态: 10日内有涨停
600156,2026-07-03,9.52,7.68,-19.33,-3.78,0,8,量能: 放量 (2.09X) | 形态: 10日内有涨停 | 趋势: 高于MA20
600156,2026-07-07,8.62,7.68,-10.9,-2.67,0,6,"形态: 10日内有涨停 | 形态: 两连阴 (-0.10%, -3.78%)"
600156,2026-07-13,7.73,7.68,-0.65,-0.13,0,2,形态: 10日内有涨停
002782,2026-07-09,17.75,15.84,-10.76,-1.97,0,4,"形态: 两连阴 (-6.14%, -6.55%)"
002782,2026-07-03,19.92,15.84,-20.48,0.5,0,8,"形态: 两连阴 (-1.76%, -4.74%)"
002330,2026-07-03,3.65,3.82,4.66,4.66,1,8,动量: 突破转强 (阳线上穿5/10)
601919,2026-07-09,13.92,14.66,5.32,5.32,1,4,趋势: 高于MA20
601919,2026-07-10,13.98,14.66,4.86,4.86,1,3,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
601919,2026-07-03,13.72,14.66,6.85,6.85,1,8,动量: 突破转强 (阳线上穿5/10)
601919,2026-07-13,14.12,14.66,3.82,3.82,1,2,趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
003036,2026-07-03,87.81,73.01,-16.85,-3.61,0,6,"形态: 两连阴 (-3.36%, -6.79%)"
003036,2026-07-01,89.38,73.01,-18.32,-1.76,0,8,趋势: 多头排列 (5>20>60) | 趋势: 高于MA20
002820,2026-07-09,8.41,8.76,4.16,4.16,1,4,"形态: 两连阴 (-3.82%, -0.23%)"
002820,2026-07-03,8.91,8.76,-1.68,0.0,0,8,动量: 突破转强 (阳线上穿5/10)
002254,2026-07-09,14.07,13.46,-4.34,0.92,0,2,"形态: 两连阴 (-2.57%, -5.48%)"
002254,2026-07-03,16.68,13.46,-19.3,-9.05,0,6,"趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 形态: 两连阴 (-4.95%, -2.31%)"
002254,2026-07-01,17.29,13.46,-22.15,-2.31,0,8,趋势: 多头排列 (5>20>60) | 形态: 10日内有涨停 | 趋势: 高于MA20
002254,2026-07-07,14.78,13.46,-8.93,-3.92,0,4,"形态: 10日内有涨停 | 形态: 两连阴 (-1.24%, -9.05%)"
002342,2026-07-09,10.06,8.23,-18.19,10.04,0,4,形态: 10日内有涨停
002342,2026-07-10,11.07,8.23,-25.65,-10.03,0,3,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002342,2026-07-03,10.96,8.23,-24.91,1.0,0,8,形态: 10日内有涨停 | 趋势: 高于MA20
002342,2026-07-01,11.25,8.23,-26.84,2.67,0,10,形态: 10日内有涨停 | 趋势: 高于MA20 | 动量: 突破转强 (阳线上穿5/10)
002342,2026-07-07,10.1,8.23,-18.51,9.6,0,6,"形态: 10日内有涨停 | 形态: 两连阴 (-5.11%, -7.85%) | 趋势: 高于MA20"
002342,2026-07-13,9.96,8.23,-17.37,-10.04,0,2,形态: 10日内有涨停
002624,2026-07-09,11.03,11.24,1.9,3.17,1,4,形态: 10日内有涨停
002624,2026-07-10,11.38,11.24,-1.23,-1.23,0,3,"形态: 10日内有涨停 | 形态: 两连阴 (-4.93%, -1.43%)"
002624,2026-07-03,11.62,11.24,-3.27,1.29,0,8,形态: 10日内有涨停
002624,2026-07-01,12.56,11.24,-10.51,-1.83,0,10,形态: 10日内有涨停 | 动量: 突破转强 (阳线上穿5/10)
